id,predicted_class,predicted_group,expected_group,consistent
TEST_04856,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_04857,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_04858,컨티넨탈_GT_3세대_2018_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_04859,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_04860,GLB_클래스_X247_2020_2023,벤츠,벤츠,True
TEST_04861,알티마_2017_2018,일본/프랑스,일본/프랑스,True
TEST_04862,K8_하이브리드_2022_2024,기아,기아,True
TEST_04863,파사트_GT_B8_2018_2022,기타 독일차,기타 독일차,True
TEST_04864,더_뉴_카니발_2019_2020,기아,기아,True
TEST_04865,아반떼_MD_2011_2014,현대,현대,True
TEST_04866,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_04867,모델_3_2019_2022,미국,미국,True
TEST_04868,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_04869,AMG_GT_2016_2024,벤츠,벤츠,True
TEST_04870,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_04871,G90_RS4_2022_2025,제네시스,제네시스,True
TEST_04872,컨티넨탈_GT_2세대_2012_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_04873,X6_G06_2020_2023,BMW,BMW,True
TEST_04874,GV70_2021_2023,제네시스,제네시스,True
TEST_04875,CLA_클래스_C117_2014_2019,벤츠,벤츠,True
TEST_04876,CLS_클래스_C257_2019_2023,벤츠,벤츠,True
TEST_04877,알티마_2017_2018,일본/프랑스,일본/프랑스,True
TEST_04878,싼타페_MX5_2024_2025,현대,현대,True
TEST_04879,7시리즈_G70_2023_2025,BMW,BMW,True
TEST_04880,더_뉴_니로_2020_2022,기아,기아,True
TEST_04881,C_클래스_W205_2015_2021,벤츠,벤츠,True
TEST_04882,X1_U11_2023_2024,BMW,BMW,True
TEST_04883,임팔라_2016_2019,미국,미국,True
TEST_04884,718_카이맨_2017_2024,기타 독일차,기타 독일차,True
TEST_04885,K5_3세대_하이브리드_2020_2022,기아,기아,True
TEST_04886,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_04887,에쿠스_신형_2010_2015,현대,현대,True
TEST_04888,K5_3세대_2020_2023,기아,기아,True
TEST_04889,스포티지_4세대_2016_2018,기아,기아,True
TEST_04890,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_04891,3008_2세대_2018_2023,기타,기타,True
TEST_04892,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_04893,X3_G01_2022_2024,BMW,BMW,True
TEST_04894,올_뉴_카니발_2015_2019,기아,기아,True
TEST_04895,X3_G01_2022_2024,BMW,BMW,True
TEST_04896,싼타페_TM_2019_2020,현대,현대,True
TEST_04897,X7_G07_2023_2025,BMW,BMW,True
TEST_04898,에스컬레이드_2015_2020,미국,미국,True
TEST_04899,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_04900,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_04901,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_04902,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_04903,1시리즈_F40_2020_2024,BMW,BMW,True
TEST_04904,디_올뉴싼타페_2024_2025,현대,현대,True
TEST_04905,콜로라도_2020_2020,미국,미국,True
TEST_04906,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_04907,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_04908,쿠퍼_클럽맨_2016_2024,기타 독일차,기타 독일차,True
TEST_04909,디_올뉴니로EV_2023_2024,기아,기아,True
TEST_04910,타이칸_2021_2025,기타 독일차,기타 독일차,True
TEST_04911,파일럿_3세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_04912,디펜더_L663_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_04913,7시리즈_F01_2009_2015,BMW,BMW,True
TEST_04914,5008_2세대_2018_2019,기타,기타,True
TEST_04915,S60_3세대_2020_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_04916,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_04917,뉴_GV80_2024_2025,제네시스,제네시스,True
TEST_04918,Q5_FY_2021_2024,기타 독일차,기타 독일차,True
TEST_04919,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_04920,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_04921,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_04922,익스플로러_6세대_2020_2025,미국,미국,True
TEST_04923,911_2003_2019,기타 독일차,기타 독일차,True
TEST_04924,레인지로버_이보크_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_04925,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_04926,뉴_ES300h_2016_2018,일본/프랑스,일본/프랑스,True
TEST_04927,컨티넨탈_GT_2세대_2012_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_04928,V40_2015_2018,유럽 프리미엄,유럽 프리미엄,True
TEST_04929,어코드_10세대_2018_2022,일본/프랑스,일본/프랑스,True
TEST_04930,레인지로버_벨라_2018_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_04931,SM6_2016_2020,일본/프랑스,일본/프랑스,True
TEST_04932,8시리즈_G15_2020_2024,BMW,BMW,True
TEST_04933,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_04934,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_04935,2시리즈_그란쿠페_F44_2020_2024,BMW,BMW,True
TEST_04936,S_클래스_W223_2021_2025,벤츠,벤츠,True
TEST_04937,2시리즈_액티브_투어러_U06_2022_2024,BMW,BMW,True
TEST_04938,익스플로러_6세대_2020_2025,미국,미국,True
TEST_04939,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_04940,F_PACE_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_04941,All_New_XJ_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_04942,티볼리_에어_2016_2019,기타,기타,True
TEST_04943,레인지로버_스포츠_2세대_2013_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_04944,머스탱_2015_2023,미국,미국,True
TEST_04945,K7_프리미어_하이브리드_2020_2021,기아,기아,True
TEST_04946,X6_G06_2024_2025,BMW,BMW,True
TEST_04947,코나_2018_2020,현대,현대,True
TEST_04948,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_04949,코나_SX2_2023_2025,현대,현대,True
TEST_04950,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_04951,X4_F26_2015_2018,BMW,BMW,True
TEST_04952,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_04953,모하비_더_마스터_2020_2024,기아,기아,True
TEST_04954,E_클래스_W213_2021_2023,벤츠,벤츠,True
TEST_04955,K8_2022_2024,기아,기아,True
TEST_04956,벨로스터_JS_2018_2020,현대,현대,True
TEST_04957,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_04958,카이엔_PO536_2019_2023,기타 독일차,기타 독일차,True
TEST_04959,모닝_어반_JA_2021_2023,기아,기아,True
TEST_04960,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_04961,X5_G05_2024_2025,BMW,BMW,True
TEST_04962,EQS_V297_2022_2023,벤츠,벤츠,True
TEST_04963,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_04964,A_클래스_W176_2015_2018,벤츠,벤츠,True
TEST_04965,더_뉴_니로_2020_2022,기아,기아,True
TEST_04966,라브4_4세대_2013_2018,일본/프랑스,일본/프랑스,True
TEST_04967,쏘나타_뉴_라이즈_2018_2019,현대,현대,True
TEST_04968,라브4_4세대_2013_2018,일본/프랑스,일본/프랑스,True
TEST_04969,카니발_4세대_2022_2023,기아,기아,True
TEST_04970,트랙스_크로스오버_2024_2025,미국,미국,True
TEST_04971,쏘나타_DN8_2020_2023,현대,현대,True
TEST_04972,디_올뉴코나_2023_2025,현대,현대,True
TEST_04973,올_뉴_말리부_2017_2018,미국,미국,True
TEST_04974,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_04975,5시리즈_F10_2010_2016,BMW,BMW,True
TEST_04976,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_04977,스팅어_마이스터_2021_2023,기아,기아,True
TEST_04978,V90_크로스컨트리_2018_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_04979,GLA_클래스_H247_2020_2025,벤츠,벤츠,True
TEST_04980,알티마_2017_2018,일본/프랑스,일본/프랑스,True
TEST_04981,디_올뉴니로_2022_2025,기아,기아,True
TEST_04982,트레일블레이저_2023,미국,미국,True
TEST_04983,A7_2012_2016,기타 독일차,기타 독일차,True
TEST_04984,3008_2세대_2018_2023,기타,기타,True
TEST_04985,RAV4_2016_2018,일본/프랑스,일본/프랑스,True
TEST_04986,디_올뉴니로_2022_2025,기아,기아,True
TEST_04987,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_04988,쏘나타_뉴_라이즈_2018_2019,현대,현대,True
TEST_04989,코나_SX2_2023_2025,현대,현대,True
TEST_04990,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_04991,Q8_4M_2020_2025,기타 독일차,기타 독일차,True
TEST_04992,A4_B9_2020_2024,기타 독일차,기타 독일차,True
TEST_04993,그랜저_GN7_2023_2025,현대,현대,True
TEST_04994,뉴_ES300h_2016_2018,일본/프랑스,일본/프랑스,True
TEST_04995,모델_3_2019_2022,미국,미국,True
TEST_04996,레니게이드_2015_2017,미국,미국,True
TEST_04997,엑센트_신형_2011_2019,현대,현대,True
TEST_04998,더_뉴_코나_2021_2023,현대,현대,True
TEST_04999,스토닉_2018_2020,기아,기아,True
TEST_05000,i4_2022_2024,BMW,BMW,True
TEST_05001,뉴QM3_2018_2019,일본/프랑스,일본/프랑스,True
TEST_05002,5시리즈_G30_2017_2023,BMW,BMW,True
TEST_05003,니로_2017_2019,기아,기아,True
TEST_05004,6시리즈_F12_2011_2018,BMW,BMW,True
TEST_05005,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_05006,X1_F48_2016_2019,BMW,BMW,True
TEST_05007,MKC_2015_2018,미국,미국,True
TEST_05008,4시리즈_F32_2014_2020,BMW,BMW,True
TEST_05009,티구안_올스페이스_2018_2023,기타 독일차,기타 독일차,True
TEST_05010,C_클래스_W204_2008_2015,벤츠,벤츠,True
TEST_05011,A6_C8_2019_2025,기타 독일차,기타 독일차,True
TEST_05012,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_05013,X4_G02_2019_2021,BMW,BMW,True
TEST_05014,X6_F16_2015_2019,BMW,BMW,True
TEST_05015,SM6_2016_2020,일본/프랑스,일본/프랑스,True
TEST_05016,A5_F5_2019_2024,기타 독일차,기타 독일차,True
TEST_05017,X1_U11_2023_2024,BMW,BMW,True
TEST_05018,글래디에이터_JT_2020_2023,미국,미국,True
TEST_05019,EQA_H243_2021_2024,벤츠,벤츠,True
TEST_05020,디펜더_L663_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_05021,A_클래스_W176_2015_2018,벤츠,벤츠,True
TEST_05022,K8_하이브리드_2022_2024,기아,기아,True
TEST_05023,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_05024,K5_2세대_2016_2018,기아,기아,True
TEST_05025,New_XF_2012_2015,유럽 프리미엄,유럽 프리미엄,True
TEST_05026,EV6_2022_2024,기아,기아,True
TEST_05027,더_뉴_쏘렌토_2018_2020,기아,기아,True
TEST_05028,아반떼_MD_2011_2014,현대,현대,True
TEST_05029,7시리즈_F01_2009_2015,BMW,BMW,True
TEST_05030,GV80_2020_2022,제네시스,제네시스,True
TEST_05031,뉴_티구안_2012_2016,기타 독일차,기타 독일차,True
TEST_05032,6시리즈_GT_G32_2018_2020,BMW,BMW,True
TEST_05033,X7_G07_2023_2025,BMW,BMW,True
TEST_05034,2008_2015_2017,기타,기타,True
TEST_05035,더_뉴_투싼_NX4_2023_2025,현대,현대,True
TEST_05036,CLS_클래스_W218_2012_2017,벤츠,벤츠,True
TEST_05037,익스플로러_2018_2019,미국,미국,True
TEST_05038,티볼리_아머_2018_2019,기타,기타,True
TEST_05039,더_뉴_G70_2021_2025,제네시스,제네시스,True
TEST_05040,디_올뉴코나_2023_2025,현대,현대,True
TEST_05041,에쿠스_신형_2010_2015,현대,현대,True
TEST_05042,에비에이터_2세대_2020_2025,미국,미국,True
TEST_05043,그랜저_HG_2015_2017,현대,현대,True
TEST_05044,올_뉴_모닝_2012_2015,기아,기아,True
TEST_05045,V60_크로스컨트리_2세대_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_05046,그랜저_GN7_2023_2025,현대,현대,True
TEST_05047,그랜드_체로키_2014_2020,미국,미국,True
TEST_05048,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_05049,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_05050,뉴_SM5_플래티넘_2013_2014,일본/프랑스,일본/프랑스,True
TEST_05051,911_992_2020_2024,기타 독일차,기타 독일차,True
TEST_05052,토레스_2023_2025,기타,기타,True
TEST_05053,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_05054,라브4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_05055,E_클래스_W214_2024_2025,벤츠,벤츠,True
TEST_05056,콜로라도_2020_2020,미국,미국,True
TEST_05057,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_05058,더_기아_레이_EV_2024_2025,기아,기아,True
TEST_05059,콰트로포르테_2017_2022,일본/프랑스,유럽 프리미엄,False
TEST_05060,더_뉴스포티지R_2014_2016,기아,기아,True
TEST_05061,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_05062,렉스턴_스포츠_2018_2021,기타,기타,True
TEST_05063,트레일블레이저_2023,미국,미국,True
TEST_05064,XC60_2세대_2018_2021,유럽 프리미엄,유럽 프리미엄,True
TEST_05065,뉴_MKZ_2017_2020,미국,미국,True
TEST_05066,MKC_2015_2018,미국,미국,True
TEST_05067,X5_F15_2014_2018,BMW,BMW,True
TEST_05068,GV80_2020_2022,제네시스,제네시스,True
TEST_05069,쿠퍼_클럽맨_2016_2024,기타 독일차,기타 독일차,True
TEST_05070,GLE_클래스_W166_2016_2018,벤츠,벤츠,True
TEST_05071,G80_RG3_2021_2023,제네시스,제네시스,True
TEST_05072,뉴_제타_2011_2016,기타 독일차,기타 독일차,True
TEST_05073,4시리즈_F32_2014_2020,BMW,BMW,True
TEST_05074,임팔라_2016_2019,미국,미국,True
TEST_05075,8시리즈_G15_2020_2024,BMW,BMW,True
TEST_05076,GLE_클래스_W166_2016_2018,벤츠,벤츠,True
TEST_05077,마칸_2019_2021,기타 독일차,기타 독일차,True
TEST_05078,익스플로러_2018_2019,미국,미국,True
TEST_05079,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_05080,레이_2012_2017,기아,기아,True
TEST_05081,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_05082,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_05083,베리_뉴_티볼리_2020_2023,기타,기타,True
TEST_05084,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_05085,임팔라_2016_2019,미국,미국,True
TEST_05086,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_05087,아반떼_N_2022_2023,현대,현대,True
TEST_05088,LF_쏘나타_2015_2017,현대,현대,True
TEST_05089,Q7_4M_2020_2023,기타 독일차,기타 독일차,True
TEST_05090,Q50_2014_2017,일본/프랑스,일본/프랑스,True
TEST_05091,모닝_어반_JA_2021_2023,기아,기아,True
TEST_05092,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_05093,싼타페_MX5_2024_2025,현대,현대,True
TEST_05094,아이오닉5_2022_2023,현대,현대,True
TEST_05095,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_05096,올_뉴_쏘렌토_2015_2017,기아,기아,True
TEST_05097,XM3_2024,일본/프랑스,일본/프랑스,True
TEST_05098,EQE_V295_2022_2024,벤츠,벤츠,True
TEST_05099,New_XF_2012_2015,유럽 프리미엄,유럽 프리미엄,True
TEST_05100,G70_2018_2020,제네시스,제네시스,True
TEST_05101,더_뉴_말리부_2019_2022,미국,미국,True
TEST_05102,트레일블레이저_2023,미국,미국,True
TEST_05103,A8_D5_2018_2023,기타 독일차,기타 독일차,True
TEST_05104,싼타페_TM_2019_2020,현대,현대,True
TEST_05105,트랙스_크로스오버_2024_2025,미국,미국,True
TEST_05106,트래버스_2020_2023,미국,미국,True
TEST_05107,코나_SX2_2023_2025,현대,현대,True
TEST_05108,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_05109,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_05110,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_05111,5시리즈_G30_2017_2023,BMW,BMW,True
TEST_05112,레인지로버_벨라_2018_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_05113,레이_2012_2017,기아,기아,True
TEST_05114,박스터_718_2017_2024,기타 독일차,기타 독일차,True
TEST_05115,GV70_2021_2023,제네시스,제네시스,True
TEST_05116,XC60_2세대_2018_2021,유럽 프리미엄,유럽 프리미엄,True
TEST_05117,EQE_V295_2022_2024,벤츠,벤츠,True
TEST_05118,더_K9_2019_2021,기아,기아,True
TEST_05119,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_05120,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_05121,임팔라_2016_2019,미국,미국,True
TEST_05122,GV70_2021_2023,제네시스,제네시스,True
TEST_05123,티볼리_에어_2016_2019,기타,기타,True
TEST_05124,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_05125,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_05126,아반떼_N_2022_2023,현대,현대,True
TEST_05127,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_05128,911_2003_2019,기타 독일차,기타 독일차,True
TEST_05129,S_클래스_W222_2014_2020,벤츠,벤츠,True
TEST_05130,쿠퍼_컨버터블_2016_2024,기타 독일차,기타 독일차,True
TEST_05131,4시리즈_G22_2021_2023,BMW,BMW,True
TEST_05132,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_05133,콜로라도_2020_2020,미국,미국,True
TEST_05134,X7_G07_2023_2025,BMW,BMW,True
TEST_05135,레인지로버_4세대_2014_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_05136,QX60_2016_2018,일본/프랑스,일본/프랑스,True
TEST_05137,X6_F16_2015_2019,BMW,BMW,True
TEST_05138,A_클래스_W177_2020_2025,벤츠,벤츠,True
TEST_05139,M2_F87_2016_2021,BMW,BMW,True
TEST_05140,스토닉_2018_2020,기아,기아,True
TEST_05141,디_올_뉴_스포티지_2022_2024,기아,기아,True
TEST_05142,더_뉴_그랜드_스타렉스_2018_2021,현대,현대,True
TEST_05143,아이오닉6_2023_2025,현대,현대,True
TEST_05144,3008_2세대_2018_2023,기타,기타,True
TEST_05145,XC90_2세대_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_05146,XC60_2세대_2018_2021,유럽 프리미엄,유럽 프리미엄,True
TEST_05147,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_05148,프리우스_C_2018_2020,일본/프랑스,일본/프랑스,True
TEST_05149,GLC_클래스_X253_2020_2022,벤츠,벤츠,True
TEST_05150,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_05151,더_뉴_QM6_2020_2023,일본/프랑스,일본/프랑스,True
TEST_05152,코나_2018_2020,현대,현대,True
TEST_05153,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_05154,디_올뉴니로EV_2023_2024,기아,기아,True
TEST_05155,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_05156,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_05157,모델_3_2024_2025,미국,미국,True
TEST_05158,그랜저_HG_2015_2017,현대,현대,True
TEST_05159,올_뉴_K7_하이브리드_2017_2019,기아,기아,True
TEST_05160,카니발_4세대_2022_2023,기아,기아,True
TEST_05161,트레일블레이저_2021_2022,미국,미국,True
TEST_05162,레인지로버_스포츠_2세대_2013_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_05163,티구안_올스페이스_2018_2023,기타 독일차,기타 독일차,True
TEST_05164,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_05165,뉴쏘렌토_R_2013_2014,기아,기아,True
TEST_05166,더_뉴_K5_2세대_2019_2020,기아,기아,True
TEST_05167,모하비_더_마스터_2020_2024,기아,기아,True
TEST_05168,5시리즈_F10_2010_2016,BMW,BMW,True
TEST_05169,레니게이드_2015_2017,미국,미국,True
TEST_05170,M4_F82_2015_2020,BMW,BMW,True
TEST_05171,뉴_G80_2025_2026,제네시스,제네시스,True
TEST_05172,그랜저TG_2007_2008,현대,현대,True
TEST_05173,더_뉴_말리부_2019_2022,미국,미국,True
TEST_05174,익스플로러_2018_2019,미국,미국,True
TEST_05175,레인지로버_이보크_2세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_05176,SM7_뉴아트_2008_2011,일본/프랑스,일본/프랑스,True
TEST_05177,Q7_4M_2016_2019,기타 독일차,기타 독일차,True
TEST_05178,파사트_GT_B8_2018_2022,기타 독일차,기타 독일차,True
TEST_05179,익스플로러_2018_2019,미국,미국,True
TEST_05180,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_05181,기블리_2014_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_05182,EV9_2024_2025,기아,기아,True
TEST_05183,1시리즈_F20_2016_2019,BMW,BMW,True
TEST_05184,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_05185,뉴_ES300h_2016_2018,일본/프랑스,일본/프랑스,True
TEST_05186,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_05187,GLE_클래스_W166_2016_2018,벤츠,벤츠,True
TEST_05188,XM3_2024,일본/프랑스,일본/프랑스,True
TEST_05189,뉴_QM5_2012_2014,일본/프랑스,일본/프랑스,True
TEST_05190,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_05191,스토닉_2018_2020,기아,기아,True
TEST_05192,컴패스_2세대_2018_2022,미국,미국,True
TEST_05193,M4_F82_2015_2020,BMW,BMW,True
TEST_05194,Q5_FY_2020,기타 독일차,기타 독일차,True
TEST_05195,뉴_체어맨_W_2012_2016,기타,기타,True
TEST_05196,쿠퍼_클럽맨_2016_2024,기타 독일차,기타 독일차,True
TEST_05197,아반떼_CN7_2021_2023,현대,현대,True
TEST_05198,X5_G05_2019_2023,BMW,BMW,True
TEST_05199,K5_3세대_하이브리드_2020_2022,기아,기아,True
TEST_05200,6시리즈_GT_G32_2018_2020,BMW,BMW,True
TEST_05201,3시리즈_G20_2023_2025,BMW,BMW,True
TEST_05202,5008_2세대_2018_2019,기타,기타,True
TEST_05203,XC60_2세대_2018_2021,유럽 프리미엄,유럽 프리미엄,True
TEST_05204,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_05205,더_뉴_모닝_JA_2024_2025,기아,기아,True
TEST_05206,AMG_GT_2016_2024,벤츠,벤츠,True
TEST_05207,올_뉴_카니발_2015_2019,기아,기아,True
TEST_05208,X4_G02_2022_2025,BMW,BMW,True
TEST_05209,더_기아_레이_EV_2024_2025,기아,기아,True
TEST_05210,GV80_2024_2025,제네시스,제네시스,True
TEST_05211,프리우스_4세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_05212,에스컬레이드_5세대_2021_2024,미국,미국,True
TEST_05213,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_05214,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_05215,5시리즈_F10_2010_2016,BMW,BMW,True
TEST_05216,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_05217,더_뉴_스파크_2019_2022,미국,미국,True
TEST_05218,더_뉴_그랜드_스타렉스_2018_2021,현대,현대,True
TEST_05219,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_05220,CLA_클래스_C118_2020_2025,벤츠,벤츠,True
TEST_05221,뷰티풀_코란도_2019_2024,기타,기타,True
TEST_05222,레인지로버_벨라_2018_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_05223,엑센트_신형_2011_2019,현대,현대,True
TEST_05224,K8_2022_2024,기아,기아,True
TEST_05225,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_05226,쏘렌토_4세대_2021_2023,현대,현대,True
TEST_05227,X1_F48_2016_2019,BMW,BMW,True
TEST_05228,더_뉴_니로_2020_2022,기아,기아,True
TEST_05229,그랜저_GN7_2023_2025,현대,현대,True
TEST_05230,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_05231,몬데오_4세대_2015_2020,미국,미국,True
TEST_05232,V40_2015_2018,유럽 프리미엄,유럽 프리미엄,True
TEST_05233,더_뉴_QM6_2020_2023,일본/프랑스,일본/프랑스,True
TEST_05234,더_뉴_투싼_NX4_2023_2025,현대,현대,True
TEST_05235,K5_3세대_2020_2023,기아,기아,True
TEST_05236,그랜드카니발_2006_2010,기아,기아,True
TEST_05237,뉴_카이엔_2011_2018,기타 독일차,기타 독일차,True
TEST_05238,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_05239,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_05240,컨티넨탈_GT_2세대_2012_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_05241,AMG_GT_2016_2024,벤츠,벤츠,True
TEST_05242,CLS_클래스_W218_2012_2017,벤츠,벤츠,True
TEST_05243,모델_3_2019_2022,미국,미국,True
TEST_05244,더_뉴_쏘렌토_2018_2020,기아,기아,True
TEST_05245,모하비_더_마스터_2020_2024,기아,기아,True
TEST_05246,A8_D5_2018_2023,기타 독일차,기타 독일차,True
TEST_05247,트랙스_2013_2016,미국,미국,True
TEST_05248,렉스턴_스포츠_2018_2021,기타,기타,True
TEST_05249,티볼리_아머_2018_2019,기타,기타,True
TEST_05250,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_05251,그랜드_체로키_WL_2021_2023,미국,미국,True
TEST_05252,파사트_GT_B8_2018_2022,기타 독일차,기타 독일차,True
TEST_05253,SM6_2016_2020,일본/프랑스,일본/프랑스,True
TEST_05254,쏘나타_DN8_2020_2023,현대,현대,True
TEST_05255,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_05256,G4_렉스턴_2018_2020,기타,기타,True
TEST_05257,G_클래스_W463_2009_2017,벤츠,벤츠,True
TEST_05258,레인지로버_이보크_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_05259,더_뉴_코란도_스포츠_2016_2018,기타,기타,True
TEST_05260,콜로라도_2020_2020,미국,미국,True
TEST_05261,셀토스_2020_2023,기아,기아,True
TEST_05262,올_뉴_말리부_2017_2018,미국,미국,True
TEST_05263,더_뉴_맥스크루즈_2016_2018,현대,현대,True
TEST_05264,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_05265,셀토스_2020_2023,기아,기아,True
TEST_05266,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_05267,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_05268,G80_RG3_2021_2023,제네시스,제네시스,True
TEST_05269,XC40_2019_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_05270,뉴_MKZ_2017_2020,미국,미국,True
